45351	1
1054147	0
214684	0
309737	1
8496	1
441375	0
1172189	1
285029	1
1890364	1
2903	0
630390	0
857967	1
214687	0
461836	1
3702	0
9258	1
145388	1
5865	0
3075	0
88456	0
157538	1
7668	1
35128	1
1137138	0
572307	0
5664	1
70448	0
5722	1
42384	1
988480	1
436017	0
75058	0
126957	1
110365	0
37360	1
33653	1
36329	0
5762	0
72520	1
2951	1
134013	1
348837	0
8355	1
4081	0
556484	0
554055	0
3694	0
370355	0
5802	0
3068	1
36022	0
195067	1
8469	1
312017	1
296587	1
635003	0
280699	0
5963	1
2769	0
5851	0
81824	1
299123	1
246409	0
1519565	0
37653	1
9785	1
41875	0
130081	0
112090	1
559515	0
1314962	0
695850	1
5786	0
574566	0
684364	1
2315210	1
670386	0
13333	0
2880	1
65357	1
237561	0
237631	0
667725	0
29760	0
400682	1
559292	0
1257118	0
510516	0
3847	0
89957	1
33097	1
13616	1
1485682	0
423536	1
361077	0
9606	1
3055	1
7955	1
159749	0
5949	1
9913	1
44056	1
7227	0
4577	0
266149	1
4781	1
1460289	1
5888	1
564608	1
5875	0
595528	0
432359	0
184922	0
367110	0
39947	0
691883	0
1296120	0
5759	0
47790	0
284813	0
12968	0
645134	1
7739	0
3076	0
905079	1
554065	0
588596	0
946362	1
185431	1
227086	1
94643	0
3218	1
10228	0
464988	1
29159	1
1169540	1
